batch_size,invalid_ratio_pct,invalid_requests,latency_ms,verification_calls,max_recursion_depth,isolated_invalid,isolation_correct,throughput_auth_s
100,5,5,249.0053,49,7,5,1,401.59787763553624
100,10,10,262.3491,63,7,10,1,381.17150011187385
100,10,10,269.1158,67,7,10,1,371.5872498010151
100,10,10,277.6899,73,7,10,1,360.1139256415159
100,10,10,275.502,75,7,10,1,362.9737715152703
100,10,10,290.4168,73,7,10,1,344.33269700650925
100,10,10,244.7192,65,7,10,1,408.6316071644562
100,10,10,262.8269,67,7,10,1,380.4785583210851
100,10,10,263.5046,67,7,10,1,379.50001631850074
100,10,10,319.1356,83,7,10,1,313.34642703603106
100,10,10,283.2075,73,7,10,1,353.0979935206518
100,10,10,272.9495,71,7,10,1,366.36813769580084
100,10,10,277.4565,71,7,10,1,360.41685813812256
100,10,10,293.0817,75,7,10,1,341.20178776088716
100,10,10,275.0715,69,7,10,1,363.54184275724674
100,10,10,286.0306,71,7,10,1,349.61294351023986
100,10,10,273.4818,71,7,10,1,365.6550454180132
100,10,10,282.2171,75,7,10,1,354.33713974100084
100,10,10,315.306,73,7,10,1,317.15222672578386
100,10,10,277.5846,71,7,10,1,360.25053263041247
100,10,10,320.0855,87,7,10,1,312.4165262094034
100,10,10,268.4766,67,7,10,1,372.4719398264132
100,10,10,287.6791,75,7,10,1,347.6095413257341
100,10,10,330.8979,87,7,10,1,302.20802247460625
100,10,10,311.3795,83,7,10,1,321.151520893315
100,10,10,300.9294,79,7,10,1,332.3038559874841
100,10,10,253.418,67,7,10,1,394.6049609735693
100,10,10,291.7043,79,7,10,1,342.8129101970729
100,10,10,285.8292,73,7,10,1,349.8592865949315
100,10,10,278.3505,73,7,10,1,359.2592792181081
100,10,10,275.0783,73,7,10,1,363.5328559177514
100,20,20,348.5094,119,7,20,1,286.93630645256627
100,20,20,365.2599,117,7,20,1,273.77765804568196
100,20,20,307.5194,105,7,20,1,325.18273643874176
100,20,20,323.2489,109,7,20,1,309.35913471012583
100,20,20,324.0731,115,7,20,1,308.5723560517673
100,20,20,354.0269,125,7,20,1,282.4644116026211
100,20,20,291.7897,103,7,20,1,342.71257690041836
100,20,20,325.2951,113,7,20,1,307.41317652802024
100,20,20,287.5308,99,7,20,1,347.78882818814543
100,20,20,322.6143,111,7,20,1,309.9676610739201
100,20,20,356.4596,123,7,20,1,280.53670037221605
100,20,20,318.6601,109,7,20,1,313.8139980499598
100,20,20,316.789,111,7,20,1,315.6675263345634
100,20,20,321.1971,111,7,20,1,311.33531404860133
100,20,20,317.3954,111,7,20,1,315.06442752478455
100,20,20,308.322,111,7,20,1,324.3362458728213
100,20,20,352.3068,121,7,20,1,283.8435136647944
100,20,20,296.7469,103,7,20,1,336.9875136016585
100,20,20,323.4124,113,7,20,1,309.20273928890794
100,20,20,306.7567,105,7,20,1,325.99124974287434
100,20,20,301.5576,105,7,20,1,331.6116058756271
100,20,20,340.2376,115,7,20,1,293.91225425996424
100,20,20,331.0531,115,7,20,1,302.0663452479376
100,20,20,291.1429,103,7,20,1,343.4739435514313
100,20,20,307.1776,109,7,20,1,325.54457095829906
100,20,20,387.4403,119,7,20,1,258.10428084017076
100,20,20,341.8158,105,7,20,1,292.5552300391029
100,20,20,335.9186,111,7,20,1,297.691166848159
100,20,20,338.6143,115,7,20,1,295.3212548908891
100,20,20,329.0688,111,7,20,1,303.8878192037653
100,30,30,364.4084,147,7,30,1,274.41738445107194
100,30,30,333.7985,137,7,30,1,299.58193341192367
100,30,30,331.8732,139,7,30,1,301.31990169739527
100,30,30,346.1466,141,7,30,1,288.89493642289136
100,30,30,331.9915,133,7,30,1,301.21253104371647
100,30,30,346.6113,143,7,30,1,288.50761645682064
100,30,30,333.5277,141,7,30,1,299.8251719422405
100,30,30,341.8519,141,7,30,1,292.52433583080864
100,30,30,342.6457,137,7,30,1,291.8466509283496
100,30,30,322.2624,137,7,30,1,310.30613562115843
100,30,30,320.8991,131,7,30,1,311.62443272667326
100,30,30,307.3799,131,7,30,1,325.3303160030958
100,30,30,332.7759,141,7,30,1,300.5025303815571
100,30,30,369.9981,149,7,30,1,270.27165815175806
100,30,30,318.1909,135,7,30,1,314.276743929509
100,30,30,365.4721,149,7,30,1,273.61869756952717
100,30,30,321.4324,131,7,30,1,311.10740547623703
100,30,30,420.4224,143,7,30,1,237.85602289506934
100,30,30,371.4236,151,7,30,1,269.23437282929785
100,30,30,347.1875,143,7,30,1,288.028802880288
100,30,30,399.0927,147,7,30,1,250.56835166366113
100,30,30,311.3279,133,7,30,1,321.20474907645604
100,30,30,320.9088,137,7,30,1,311.6150133620518
100,30,30,333.5433,139,7,30,1,299.8111489572718
100,30,30,349.4563,147,7,30,1,286.158812990351
100,30,30,319.583,133,7,30,1,312.90775792204215
100,30,30,310.284,131,7,30,1,322.2853901586933
100,30,30,336.9162,141,7,30,1,296.80971113885295
100,30,30,357.8814,143,7,30,1,279.42217729113617
100,30,30,334.7934,141,7,30,1,298.69167074380795
