batch_size,invalid_ratio_pct,invalid_requests,latency_ms,verification_calls,max_recursion_depth,isolated_invalid,isolation_correct,throughput_auth_s
50,10,5,130.2726,33,6,5,1,383.81056338784975
50,10,5,112.1326,29,6,5,1,445.90065690084776
50,10,5,163.6862,45,6,5,1,305.4625252464777
50,10,5,143.9478,39,6,5,1,347.34813592149374
50,10,5,152.3721,37,6,5,1,328.14406311916684
50,10,5,158.691,41,6,5,1,315.07772967591103
50,10,5,149.0358,39,6,5,1,335.48986216734505
50,10,5,157.6798,43,6,5,1,317.09832204251904
50,10,5,128.5998,35,6,5,1,388.80309300636554
50,10,5,159.5132,41,6,5,1,313.4536828300103
50,20,10,167.435,55,6,10,1,298.6233463732195
50,20,10,200.8602,59,6,10,1,248.92935484481248
50,20,10,161.9364,51,6,10,1,308.7631934512562
50,20,10,240.7469,61,6,10,1,207.68699410044323
50,20,10,201.8022,65,6,10,1,247.7673682447466
50,20,10,178.4334,61,6,10,1,280.21659622021434
50,20,10,150.8087,51,6,10,1,331.5458590916837
50,20,10,170.3909,55,6,10,1,293.4429009999947
50,20,10,217.4692,55,6,10,1,229.9176159198636
50,20,10,140.6186,47,6,10,1,355.57173802043263
50,20,10,161.448,53,6,10,1,309.6972399781973
50,20,10,169.6108,57,6,10,1,294.79254858770787
50,20,10,172.7137,59,6,10,1,289.49643253546185
50,20,10,150.9509,51,6,10,1,331.23353355296325
50,20,10,152.2803,51,6,10,1,328.3418800724716
50,20,10,180.7026,55,6,10,1,276.69773428827256
50,20,10,161.9786,53,6,10,1,308.68275191908066
50,20,10,159.8712,53,6,10,1,312.75176517096264
50,20,10,165.7148,57,6,10,1,301.72320154868487
50,20,10,162.08,53,6,10,1,308.48963474827247
50,20,10,162.0408,55,6,10,1,308.56426282763357
50,20,10,184.0559,61,6,10,1,271.6565999785935
50,20,10,159.4741,53,6,10,1,313.5305356794615
50,20,10,190.9451,65,6,10,1,261.85537099407105
50,20,10,181.7935,61,6,10,1,275.0373363184052
50,20,10,185.2005,61,6,10,1,269.97767284645556
50,20,10,180.8554,61,6,10,1,276.46395960529793
50,20,10,161.4158,51,6,10,1,309.75901987289967
50,20,10,169.1836,55,6,10,1,295.53691965415084
50,20,10,158.6974,53,6,10,1,315.0650231194714
50,30,15,191.6768,71,6,15,1,260.8557738860415
50,30,15,155.7235,65,6,15,1,321.0819176296448
50,30,15,157.9045,67,6,15,1,316.6470873217673
50,30,15,176.631,71,6,15,1,283.0760172336679
50,30,15,155.9427,67,6,15,1,320.6305905951353
50,30,15,189.7856,77,6,15,1,263.45518311189045
50,30,15,170.5318,71,6,15,1,293.2004470720417
50,30,15,160.273,67,6,15,1,311.9677051031677
50,30,15,163.6487,69,6,15,1,305.53252179821783
50,30,15,163.4609,67,6,15,1,305.8835476863274
50,30,15,144.2361,63,6,15,1,346.6538543402102
50,30,15,170.0966,67,6,15,1,293.9506139452523
50,30,15,162.4807,69,6,15,1,307.72885641186923
50,30,15,161.5632,67,6,15,1,309.47641542133357
50,30,15,153.534,63,6,15,1,325.6607656935923
50,30,15,147.0393,63,6,15,1,340.0451443933697
50,30,15,182.4382,73,6,15,1,274.0654095469041
50,30,15,196.3624,79,6,15,1,254.631232863318
50,30,15,190.1085,77,6,15,1,263.0077034956354
50,30,15,181.1042,75,6,15,1,276.08415486775016
50,30,15,178.6976,73,6,15,1,279.8023028848737
50,30,15,157.525,67,6,15,1,317.40993493096335
50,30,15,167.391,69,6,15,1,298.70184179555656
50,30,15,146.1173,61,6,15,1,342.19082887515714
50,30,15,160.4388,67,6,15,1,311.64531272983845
50,30,15,176.0716,73,6,15,1,283.9753827420209
50,30,15,166.6635,65,6,15,1,300.00570010830205
50,30,15,142.0416,61,6,15,1,352.00955213120665
50,30,15,163.161,69,6,15,1,306.44578054804765
50,30,15,158.4998,67,6,15,1,315.45781130323195
100,0,0,125.6186,1,0,0,1,796.0604560152716
100,0,0,117.1943,1,0,0,1,853.2838201175313
100,0,0,115.8641,1,0,0,1,863.0801085064313
100,0,0,116.296,1,0,0,1,859.8748022287954
100,0,0,118.2908,1,0,0,1,845.374281009174
100,0,0,118.4038,1,0,0,1,844.567488543442
100,0,0,118.0767,1,0,0,1,846.9071374792825
100,0,0,120.3594,1,0,0,1,830.844952699997
100,0,0,115.7776,1,0,0,1,863.7249347023949
100,0,0,116.2009,1,0,0,1,860.5785325242747
100,0,0,119.0422,1,0,0,1,840.0382385406184
100,0,0,118.2765,1,0,0,1,845.4764894125207
100,0,0,116.3102,1,0,0,1,859.7698224231409
100,0,0,116.6951,1,0,0,1,856.9340100826856
100,0,0,116.1013,1,0,0,1,861.31679834765
100,0,0,117.0668,1,0,0,1,854.2131500989179
100,0,0,126.6011,1,0,0,1,789.8825523632892
100,0,0,132.9384,1,0,0,1,752.2280996311073
100,0,0,116.964,1,0,0,1,854.963920522554
100,0,0,116.4174,1,0,0,1,858.978125263062
100,0,0,117.3994,1,0,0,1,851.7931096751772
100,0,0,119.116,1,0,0,1,839.5177809866013
100,0,0,117.2713,1,0,0,1,852.7235564029733
100,0,0,115.4639,1,0,0,1,866.071560028719
100,0,0,117.076,1,0,0,1,854.1460248044006
100,0,0,118.908,1,0,0,1,840.9863087428937
100,0,0,118.2772,1,0,0,1,845.4714856286757
100,0,0,117.4902,1,0,0,1,851.13481805291
100,0,0,115.7386,1,0,0,1,864.0159808395815
100,0,0,117.1437,1,0,0,1,853.6523944522839
100,5,5,260.781,49,7,5,1,383.4635191981011
100,5,5,242.9377,49,7,5,1,411.6281663982165
100,5,5,199.9851,37,7,5,1,500.03725277533175
100,5,5,240.4035,47,7,5,1,415.9673216072145
100,5,5,269.6567,49,7,5,1,370.8418889647466
100,5,5,256.4762,49,7,5,1,389.8997255885732
100,5,5,255.8122,51,7,5,1,390.91177043159007
100,5,5,263.889,51,7,5,1,378.9472088643331
100,5,5,224.9001,45,7,5,1,444.64186543269653
100,5,5,233.3584,47,7,5,1,428.5253927006699
100,5,5,218.5467,41,7,5,1,457.56810786893607
100,5,5,182.933,35,7,5,1,546.6482263998295
100,5,5,256.7326,51,7,5,1,389.51033098250866
100,5,5,259.6471,51,7,5,1,385.13813556939397
100,5,5,243.3708,45,7,5,1,410.8956374388382
100,5,5,241.0421,47,7,5,1,414.86528701832583
100,5,5,206.9829,41,7,5,1,483.1316983190399
100,5,5,218.1014,43,7,5,1,458.50232965033695
100,5,5,238.4233,49,7,5,1,419.42209507208395
100,5,5,245.3803,47,7,5,1,407.5306778906049
100,5,5,219.7813,41,7,5,1,454.9977636859915
100,5,5,254.1589,51,7,5,1,393.454645892786
100,5,5,242.0883,41,7,5,1,413.0724202697941
100,5,5,300.828,47,7,5,1,332.41586554443074
100,5,5,226.8637,43,7,5,1,440.7933045260216
100,5,5,229.3787,41,7,5,1,435.9602700686681
100,5,5,258.421,47,7,5,1,386.9654555937791
100,5,5,267.9903,51,7,5,1,373.14783408205443
100,5,5,249.9344,49,7,5,1,400.10498754873277
