r_B,batch_size,repetition,individual_valid,batch_valid,individual_ms,batch_ms,reduction_pct,individual_throughput,batch_throughput
4,1,24,1,1,1.0802,4.1756,-286.55804480651733,925.754489909276,239.48654085640388
4,1,25,1,1,1.0972,4.1222,-275.7017863652935,911.4108640174991,242.58890883508803
4,1,26,1,1,1.0836,4.1345,-281.5522332964194,922.8497600590625,241.86721489902044
4,1,27,1,1,1.0852,4.2508,-291.70659786214526,921.4891264283082,235.24983532511527
4,1,28,1,1,1.1347,4.0099,-253.3885608530889,881.2902088657795,249.38277762537717
4,1,29,1,1,1.0702,4.0219,-275.80826013829187,934.4047841524948,248.63870310052468
4,1,30,1,1,1.0455,3.9684,-279.56958393113337,956.4801530368245,251.99072674125594
4,2,1,1,1,2.1427,4.7461,-121.50091006673824,933.4017827974052,421.3986220265059
4,2,2,1,1,2.0877,4.8314,-131.4221391962447,957.9920486659961,413.95868692304504
4,2,3,1,1,2.1289,4.9157,-130.90328338578612,939.4522993095026,406.8596537624346
4,2,4,1,1,2.1064,4.7614,-126.04443600455755,949.48727687049,420.0445247196203
4,2,5,1,1,2.1483,4.7587,-121.51003118745056,930.968672904157,420.2828503582911
4,2,6,1,1,2.1231,4.817,-126.88521501577884,942.0187461730487,415.1961801951422
4,2,7,1,1,2.1488,4.8373,-125.11634400595679,930.7520476545047,413.4537862030472
4,2,8,1,1,2.1742,4.7506,-118.49875816392239,919.8785760279644,420.99945270071146
4,2,9,1,1,2.08,4.9741,-139.13942307692307,961.5384615384614,402.0827888462234
4,2,10,1,1,2.1076,4.7978,-127.64281647371413,948.946669197191,416.8577264579599
4,2,11,1,1,2.0812,4.8081,-131.02536997885832,960.9840476648087,415.96472619121903
4,2,12,1,1,2.1343,4.7328,-121.7495197488638,937.0753877149417,422.58282623394183
4,2,13,1,1,2.188,4.785,-118.69287020109688,914.0767824497257,417.9728317659352
4,2,14,1,1,2.1243,4.7969,-125.81085534058279,941.4866073530104,416.9359377931581
4,2,15,1,1,2.1011,4.8179,-129.30369806291938,951.8823473418685,415.11862014570664
4,2,16,1,1,2.0939,4.8178,-130.0873967238168,955.1554515497397,415.12723649798664
4,2,17,1,1,2.1781,4.7179,-116.60621642716129,918.2314861576604,423.91742088641126
4,2,18,1,1,2.1059,4.8037,-128.10674770881806,949.7127119046488,416.345733497096
4,2,19,1,1,2.1068,4.8291,-129.21492310613257,949.3070058857036,414.15584684516784
4,2,20,1,1,2.1008,4.8317,-129.99333587204873,952.018278750952,413.93298424985
4,2,21,1,1,2.1125,4.7653,-125.57633136094677,946.7455621301776,419.70075336285225
4,2,22,1,1,2.1144,4.7461,-124.46556942867954,945.8948164964057,421.3986220265059
4,2,23,1,1,2.1018,4.7553,-126.24892948900944,951.5653249595584,420.58334910520887
4,2,24,1,1,2.128,4.7954,-125.34774436090223,939.8496240601503,417.0663552571214
4,2,25,1,1,2.1867,4.8832,-123.3136689989482,914.6202039603054,409.56749672345995
4,2,26,1,1,2.1281,4.873,-128.9836003947183,939.8054602697242,410.42478965729526
4,2,27,1,1,2.1139,4.7722,-125.75334689436585,946.1185486541463,419.0939189472361
4,2,28,1,1,2.1305,4.7458,-122.75522177892512,938.7467730579676,421.4252602300982
4,2,29,1,1,2.1074,4.814,-128.43314036253201,949.0367277213627,415.45492314083924
4,2,30,1,1,2.1141,4.7455,-124.46904119956481,946.0290430916228,421.4519018017069
4,5,1,1,1,5.4997,7.4602,-35.647398949033594,909.1404985726494,670.2233184096941
4,5,2,1,1,5.3683,7.1197,-32.62485330551572,931.3935510310528,702.2767813250558
4,5,3,1,1,5.2392,7.1751,-36.950297755382486,954.3441746831577,696.8543992418224
4,5,4,1,1,5.2116,7.2116,-38.37593061631745,959.3982654079363,693.3274169393756
4,5,5,1,1,5.2038,7.0633,-35.73350244052423,960.8363119259002,707.8844166324523
4,5,6,1,1,5.2442,7.0696,-34.80797833797338,953.4342702414095,707.2535928482516
4,5,7,1,1,5.4495,7.1769,-31.69832094687587,917.5153683824205,696.6796249076899
4,5,8,1,1,5.2649,7.2395,-37.50498584968375,949.6856540485098,690.6554320049728
4,5,9,1,1,5.4345,7.1066,-30.76823994847733,920.0478424878094,703.5713280612388
4,5,10,1,1,5.2478,7.2229,-37.63672396051679,952.7802126605435,692.2427279901425
4,5,11,1,1,5.2217,7.1054,-36.07445850968075,957.542562766915,703.6901511526444
4,5,12,1,1,5.2754,7.0733,-34.080827994085745,947.795427834856,706.8836328163658
4,5,13,1,1,5.2215,7.2039,-37.96610169491526,957.5792396820838,694.0684906786602
4,5,14,1,1,5.2632,7.159,-36.01991184070526,949.9924000607995,698.421567257997
4,5,15,1,1,5.2236,7.1899,-37.64262194655026,957.1942721494754,695.4199641163299
4,5,16,1,1,5.2875,7.2952,-37.970685579196235,945.6264775413712,685.3821690974887
4,5,17,1,1,5.3118,7.2059,-35.658345570239845,941.3005007718664,693.875851732608
4,5,18,1,1,5.3275,7.0385,-32.11637728765838,938.5265133740029,710.3786318107552
4,5,19,1,1,5.2445,7.2038,-37.35913814472303,953.3797311469158,694.0781254337988
4,5,20,1,1,5.244,7.0545,-34.52517162471396,953.4706331045005,708.7674533985399
4,5,21,1,1,5.2819,7.0971,-34.36642117419867,946.6290539389234,704.5131109889954
4,5,22,1,1,5.2325,6.9847,-33.48686096512184,955.5661729574773,715.8503586410296
4,5,23,1,1,5.2337,7.2546,-38.61321818216558,955.3470775932897,689.2178755548204
4,5,24,1,1,5.2341,7.0255,-34.2255593129669,955.2740681301467,711.6931179275496
4,5,25,1,1,5.4333,7.0729,-30.17687225075,920.2510444849354,706.9236098347212
4,5,26,1,1,5.3968,7.0942,-31.451971538689598,926.4749481174028,704.8011051281328
4,5,27,1,1,5.4418,7.1116,-30.684699915469157,918.8136278437281,703.0766634793858
4,5,28,1,1,5.2449,7.0302,-34.038780529657366,953.3070220595245,711.2173195641661
4,5,29,1,1,5.3195,6.969,-31.008553435473274,939.9379640943698,717.4630506528913
4,5,30,1,1,5.588,7.3242,-31.070150322118828,894.7745168217609,682.6684142978072
4,10,1,1,1,10.6109,11.334,-6.814690554052896,942.4271268224184,882.3010411152285
4,10,2,1,1,10.6288,11.078,-4.226253198855932,940.8399819358723,902.6900162484203
4,10,3,1,1,11.2559,11.7948,-4.787711333611705,888.4229604029886,847.831247668464
4,10,4,1,1,10.8872,11.4199,-4.892901756190757,918.5098096847674,875.6644103713693
4,10,5,1,1,10.7129,11.237,-4.892232728766261,933.4540600584343,889.9172376968942
4,10,6,1,1,10.9841,11.2576,-2.489962764359395,910.4068608261032,888.2888004548039
4,10,7,1,1,11.0838,11.3898,-2.7607860120175314,902.2176509861239,877.9785422044287
4,10,8,1,1,10.7308,11.1332,-3.749953405151527,931.8969694710553,898.2143498724535
4,10,9,1,1,10.8522,11.2993,-4.119901955363896,921.4721438970901,885.0105758763817
4,10,10,1,1,10.7996,11.1652,-3.3853105670580446,925.9602207489166,895.6400243614087
4,10,11,1,1,10.7437,11.3402,-5.552090992860922,930.7780373614304,881.8186628101797
4,10,12,1,1,10.6532,10.9793,-3.0610520782487916,938.6850899260317,910.8048782709279
4,10,13,1,1,10.8,11.1152,-2.918518518518509,925.9259259259259,899.6689218367641
4,10,14,1,1,10.5995,11.2573,-6.205953110995801,943.4407283362422,888.3124727954304
4,10,15,1,1,10.7199,11.1609,-4.113844345562915,932.8445228033843,895.985090808089
4,10,16,1,1,10.5814,11.2104,-5.9443929914756035,945.0545296463605,892.0288303717975
4,10,17,1,1,10.6628,11.1451,-4.523202160783271,937.8399669880332,897.2552960493849
4,10,18,1,1,10.9199,11.2309,-2.8480114286760863,915.7593018251083,890.4005912259926
4,10,19,1,1,10.7483,11.1829,-4.0434301238335335,930.3796879506526,894.2224288869613
4,10,20,1,1,10.7596,11.1917,-4.015948548273171,929.402580021562,893.5193044845734
4,10,21,1,1,10.644,11.008,-3.419767004885372,939.4964299135663,908.4302325581397
4,10,22,1,1,10.6706,11.0044,-3.1282214683335527,937.1544243060371,908.7274181236595
4,10,23,1,1,11.1299,11.832,-6.308232778371787,898.4806691884024,845.1656524678837
4,10,24,1,1,11.2889,11.7837,-4.383066552099848,885.8258997776578,848.6298870473621
4,10,25,1,1,11.3996,11.9826,-5.1142145338432945,877.2237622372716,834.54342129421
4,10,26,1,1,11.5469,11.7944,-2.143432436411493,866.0333076410118,847.860001356576
4,10,27,1,1,10.9937,12.9629,-17.9120769167796,909.6118686156617,771.4323183855465
4,10,28,1,1,11.5789,11.8252,-2.1271450655934476,863.6398967086683,845.6516591685552
4,10,29,1,1,10.9389,11.4298,-4.487654151697153,914.1687006920257,874.9059476106319
4,10,30,1,1,10.7437,11.2135,-4.372795219523994,930.7780373614304,891.7822267802203
4,25,1,1,1,26.7794,22.9422,14.328924471795482,933.5534029888646,1089.6949725832744
4,25,2,1,1,31.768,27.813,12.44963485268195,786.9554268446236,898.860245209075
4,25,3,1,1,27.1292,22.8648,15.718856435132631,921.5162997803105,1093.3837164549877
4,25,4,1,1,27.2476,23.4891,13.793875423890539,917.512001056974,1064.3234521544036
4,25,5,1,1,27.4565,23.539,14.268023965181275,910.5312039043579,1062.0672076128976
4,25,6,1,1,27.0016,23.7771,11.941884925337755,925.8710594927708,1051.4318398795479
4,25,7,1,1,26.3235,22.8119,13.340171329800361,949.7217315326609,1095.9192351360473
4,25,8,1,1,26.5465,22.7825,14.17889363946284,941.7437326954589,1097.333479644464
4,25,9,1,1,26.5762,22.9135,13.781880027994976,940.6912952190305,1091.0598555436752
4,25,10,1,1,28.8483,22.9898,20.30795575475851,866.6021914636219,1087.4387771968438
4,25,11,1,1,25.9988,22.2978,14.235272397187563,961.5828422850286,1121.186843545103
4,25,12,1,1,26.3553,22.6796,13.946720394000446,948.5758082814463,1102.3122100918888
4,25,13,1,1,26.2473,22.7553,13.304225577487975,952.4789216414641,1098.6451508000334
4,25,14,1,1,26.1858,22.4526,14.256581811516165,954.7159147324121,1113.4567934225881
4,25,15,1,1,27.0784,23.8917,11.76842058614984,923.2450957220516,1046.3884947492224
4,25,16,1,1,32.8502,26.8048,18.40293209782589,761.0303742442968,932.6687757416582
4,25,17,1,1,28.4475,24.7655,12.943140873538983,878.8118463836893,1009.4688175082272
4,25,18,1,1,27.7815,24.2681,12.64654536292137,899.8794161582348,1030.1589329201709
4,25,19,1,1,27.9626,24.4592,12.528877858282131,894.0513400041485,1022.1102897887093
4,25,20,1,1,31.6672,25.1265,20.654494240097012,789.46038803557,994.965474698028
4,25,21,1,1,26.3273,22.7598,13.550572979378828,949.584651673358,1098.4279299466602
4,25,22,1,1,25.9674,23.0816,11.113164968383433,962.745596401642,1083.1138222653542
4,25,23,1,1,26.8314,22.9485,14.471477448064581,931.7441505102231,1089.3958210776304
4,25,24,1,1,27.0365,23.2125,14.143842583174603,924.6759010966656,1077.0059235325796
4,25,25,1,1,26.1362,22.7057,13.125473481225269,956.5277278257743,1101.0451120203297
4,25,26,1,1,27.7288,23.3338,15.84994662589077,901.5896829289403,1071.4071432857056
4,25,27,1,1,41.1153,48.4445,-17.825967462234257,608.0461531352075,516.0544540659931
4,25,28,1,1,31.6756,25.8136,18.506358206316527,789.2510323403503,968.4817305606346
4,25,29,1,1,32.0976,24.1831,24.65760679926225,778.8744329794129,1033.7797883646017
4,25,30,1,1,28.4861,24.6767,13.372837980629148,877.6210151617806,1013.1014276625319
4,50,1,1,1,77.3245,51.4467,33.466495095344946,646.6255843878719,971.8796346510078
4,50,2,1,1,52.9238,43.1726,18.424980821482954,944.754533877008,1158.1419696752105
4,50,3,1,1,52.9742,42.9278,18.96470357268256,943.8556882406906,1164.7463881214505
4,50,4,1,1,52.7291,41.858,20.616888966434104,948.2430005442915,1194.5147880930765
4,50,5,1,1,52.4524,41.9219,20.07629774805347,953.2452280543885,1192.6940334288283
4,50,6,1,1,52.6624,42.3966,19.493604545178343,949.4440055903264,1179.3398527240392
4,50,7,1,1,74.2669,65.7983,11.402926471954544,673.2474359371402,759.8980520773332
4,50,8,1,1,55.4124,45.2134,18.405627621254446,902.3251113469187,1105.8668447849532
4,50,9,1,1,55.182,48.017,12.984306476749662,906.0925664165851,1041.2978736697419
4,50,10,1,1,54.8697,43.2332,21.20751525887695,911.2497425719478,1156.5186014451856
4,50,11,1,1,54.9692,46.3583,15.664954192529637,909.6002852506494,1078.555512173656
4,50,12,1,1,88.0525,69.1568,21.459583771045672,567.8430481814827,722.9947018948245
4,50,13,1,1,65.2732,46.4731,28.802173020473944,766.0111653787466,1075.8912144875208
4,50,14,1,1,61.2201,69.3071,-13.209713803146355,816.7252258653613,721.4268090859377
4,50,15,1,1,55.5239,43.5041,21.647975016164203,900.5131123714292,1149.3169609301192
4,50,16,1,1,54.3491,52.3949,3.5956437181112477,919.9784357054671,954.2913527843359
4,50,17,1,1,67.2967,67.6255,-0.48858264966930187,742.9784818572084,739.3660675336965
4,50,18,1,1,64.9079,46.2113,28.80481420597492,770.3222566128313,1081.986440545927
4,50,19,1,1,53.7458,43.5557,18.959807091902995,930.3052517592072,1147.9553766785978
4,50,20,1,1,62.6365,44.7219,28.600895643913695,798.2566075690692,1118.020477663069
4,50,21,1,1,52.7129,42.6803,19.03253283351892,948.5344194684792,1171.5006689268819
4,50,22,1,1,54.2038,43.1771,20.343038679944947,922.4445518579878,1158.021265902527
4,50,23,1,1,52.959,42.8708,19.049075700069864,944.126588492985,1166.2950073243326
4,50,24,1,1,53.0541,42.1496,20.55354817064091,942.4342322271041,1186.2508778256495
4,50,25,1,1,52.7722,43.1417,18.249191809323843,947.4685535187087,1158.9714823477054
4,50,26,1,1,52.9224,43.0524,18.649947848170157,944.7795262497543,1161.3754401612919
4,50,27,1,1,53.0895,42.5571,19.838951205040548,941.8058184763465,1174.892086161886
4,50,28,1,1,52.9808,43.3886,18.105049376377867,943.7381088998278,1152.3764306753387
4,50,29,1,1,53.2492,42.6292,19.943961599423098,938.9812429106915,1172.904957165511
4,50,30,1,1,51.9558,41.9707,19.218451068023207,962.3564645333148,1191.3072691186946
4,100,1,1,1,104.7775,81.2754,22.430483643912098,954.4033785879601,1230.3845936162725
4,100,2,1,1,105.1177,83.0933,20.95213270457782,951.314574044143,1203.466464805225
4,100,3,1,1,109.3683,86.1113,21.264845480820316,914.3417242473367,1161.2877752397187
4,100,4,1,1,109.6292,85.4074,22.094296045214236,912.1657368657255,1170.8587312106447
4,100,5,1,1,105.8691,82.8992,21.696510124295013,944.5626722055821,1206.2842584729408
4,100,6,1,1,111.0601,83.1174,25.159980947252887,900.4133797826581,1203.117518112934
4,100,7,1,1,117.5016,90.5709,22.91943258644989,851.052240990761,1104.1073899011715
4,100,8,1,1,272.8519,154.3599,43.42722187384438,366.49918875404575,647.8366466938628
4,100,9,1,1,140.6467,92.5856,34.17150917867252,711.0013956957397,1080.0815677599971
4,100,10,1,1,117.5051,86.6973,26.218266270995898,851.0268915987476,1153.4384577143694
4,100,11,1,1,108.049,89.0485,17.585077140926803,925.5060204166627,1122.983542676182
4,100,12,1,1,109.8885,85.1678,22.496166568840227,910.0133316953094,1174.152672723729
4,100,13,1,1,106.5931,83.1525,21.990729231066553,938.1470282785658,1202.609662968642
4,100,14,1,1,118.2861,91.5041,22.641713607938726,845.4078712545261,1092.8472057536221
4,100,15,1,1,109.8622,83.6386,23.869538385359117,910.2311805152272,1195.6202040684566
4,100,16,1,1,114.5579,87.7461,23.404584057494073,872.9210294532285,1139.6517907918414
4,100,17,1,1,110.6913,84.1085,24.01525684493722,903.4133667234914,1188.9404756950844
4,100,18,1,1,137.7085,154.1528,-11.941383429490575,726.1715870843123,648.7069972131548
4,100,19,1,1,226.7698,165.4467,27.042004711385736,440.97582658713816,604.4242647329926
4,100,20,1,1,131.0274,91.6828,30.027765184991843,763.1991476591919,1090.7171246951445
4,100,21,1,1,114.5062,86.5963,24.374138692926675,873.3151567338712,1154.7837494211647
4,100,22,1,1,111.8656,90.219,19.350542079066315,893.929858687568,1108.4139704496836
4,100,23,1,1,114.8641,86.7089,24.511749101764604,870.5940324261453,1153.284149608633
4,100,24,1,1,124.6473,90.134,27.688766623906012,802.2636671632679,1109.4592495617635
4,100,25,1,1,122.0104,104.2226,14.578921141148626,819.6022634136106,959.484795044453
4,100,26,1,1,120.3843,91.5104,23.9847721006809,830.6731027218666,1092.7719690876665
4,100,27,1,1,111.952,89.9727,19.632789052451045,893.2399599828498,1111.4482504137366
4,100,28,1,1,120.1561,90.8253,24.41057923817434,832.2507138630498,1101.0148053460875
4,100,29,1,1,111.2332,85.9408,22.738175292988068,899.0121654326227,1163.5916817157859
4,100,30,1,1,113.2973,90.6609,19.979646469951188,882.6335667310694,1103.0113312354058
4,200,1,1,1,239.9795,177.3292,26.106521598719898,833.404519969414,1127.845837008231
4,200,2,1,1,231.4985,177.3924,23.372116881966836,863.9364833897412,1127.4440167673474
4,200,3,1,1,229.3281,173.8453,24.193633488438614,872.1129246699379,1150.4481283071789
4,200,4,1,1,226.6554,172.2991,23.981912630363087,882.3968014880741,1160.7721688621705
4,200,5,1,1,219.0485,167.3735,23.590665994060668,913.0398062529532,1194.932292148996
4,200,6,1,1,226.4836,191.0361,15.65124362205475,883.0661469528036,1046.9225450058914
4,200,7,1,1,238.3783,187.3177,21.419986634689483,839.0025434362104,1067.7047604150596
4,200,8,1,1,215.2467,180.1745,16.293954796984117,929.1663937240385,1110.0349938531813
4,200,9,1,1,295.3174,166.5521,43.60234107438303,677.2374401237448,1200.8254474125513
4,200,10,1,1,224.8374,168.7455,24.947762249518988,889.5317238146323,1185.2167909662776
4,200,11,1,1,218.7946,172.2653,21.26620126822143,914.0993424883429,1160.999922793505
4,200,12,1,1,223.7694,172.6609,22.839807408877174,893.7772546201581,1158.3398441685408
4,200,13,1,1,222.0981,166.2099,25.163745209886976,900.5029759372097,1203.297757835123
4,200,14,1,1,218.8341,172.5776,21.137702030899213,913.934345698408,1158.8989532824653
4,200,15,1,1,216.3465,177.2455,18.0733221937956,924.4429653356999,1128.3784355597181
4,200,16,1,1,240.0757,169.87,29.243151222718502,833.070568991364,1177.3709307117208
4,200,17,1,1,238.181,172.7018,27.49136161154753,839.6975409457514,1158.065521031049
4,200,18,1,1,228.998,175.6441,23.29884977161372,873.3700731010751,1138.6662005726353
4,200,19,1,1,230.3256,170.8217,25.834687937424242,868.3359557079195,1170.811436720276
4,200,20,1,1,224.5662,173.3532,22.805301955503552,890.6059772129554,1153.7139204814218
4,200,21,1,1,224.718,175.9294,21.711033384063587,890.004361021369,1136.8196560665813
4,200,22,1,1,223.3135,173.9412,22.108963407944433,895.6019228573284,1149.813845138472
4,200,23,1,1,262.1075,270.0394,-3.0262010816172693,763.0456968991731,740.6326632335874
4,200,24,1,1,225.9643,171.3937,24.150098046461327,885.0955659809979,1166.9040343956635
4,200,25,1,1,222.2036,170.8003,23.13342358089608,900.0754263207257,1170.958130635602
4,200,26,1,1,225.3482,165.6693,26.48297168559589,887.5154094862972,1207.224271485423
4,200,27,1,1,220.6461,172.4132,21.859847058253013,906.4288922396544,1160.003990413727
4,200,28,1,1,224.4759,167.7008,25.29229195650848,890.9642415956456,1192.6001545609802
4,200,29,1,1,221.669,172.0119,22.401463443241955,902.2461417699362,1162.7102543486817
4,200,30,1,1,224.8707,170.4555,24.198439369824523,889.39999742074,1173.3267627034622
4,300,1,1,1,333.619,255.2723,23.483884311145356,899.2293604381044,1175.2156422768942
4,300,2,1,1,341.5315,257.2639,24.673448861964424,878.3962826269319,1166.1177491284243
4,300,3,1,1,335.7744,267.8745,20.22188112018069,893.4570354380797,1119.92742870262
4,300,4,1,1,333.8917,268.0134,19.73043954072534,898.4949311408459,1119.3470177237407
4,300,5,1,1,382.2606,267.6833,29.97360962652181,784.8049210407769,1120.7273670042175
4,300,6,1,1,380.4391,408.0576,-7.259637613483994,788.562479513804,735.1903260716135
4,300,7,1,1,335.8585,252.1044,24.937317352396917,893.2333110521246,1189.983197437252
4,300,8,1,1,335.526,247.6021,26.20479485941477,894.1184885821069,1211.6213877022851
4,300,9,1,1,338.33,252.4027,25.39748174858865,886.7082434309699,1188.5768258421956
4,300,10,1,1,333.7768,250.5856,24.924200843198207,898.8042308512755,1197.1956888185114
4,300,11,1,1,350.5852,272.3242,22.322961722286042,855.7121065007879,1101.6281329386077
4,300,12,1,1,339.2672,249.7364,26.389465294611444,884.2587789211572,1201.2666155194038
4,300,13,1,1,326.2747,250.2329,23.306066942977804,919.4706178566712,1198.8831204849564
4,300,14,1,1,337.4313,249.5691,26.038544734883818,889.0698639989828,1202.0718911115198
4,300,15,1,1,349.3011,249.2036,28.656508668309378,858.8578736224993,1203.83493657395
4,300,16,1,1,345.465,276.2057,20.048138016875804,868.394772263471,1086.147027378508
4,300,17,1,1,336.4527,251.2272,25.330603677723488,891.6557958964218,1194.13821433348
4,300,18,1,1,431.7384,292.0246,32.36075364155701,694.8652239411643,1027.310712864601
4,300,19,1,1,333.1633,250.0459,24.94794594722768,900.4593243013261,1199.7797204433266
4,300,20,1,1,466.1522,253.4628,45.6266000675316,643.5666290966769,1183.6056415379298
4,300,21,1,1,341.7396,252.927,25.98838413809813,877.8613891980913,1186.1129891233438
4,300,22,1,1,354.1259,272.903,22.936164793368683,847.1563362069818,1099.2916897212563
4,300,23,1,1,328.5812,265.3974,19.229280311837687,913.016325949263,1130.3803277650798
4,300,24,1,1,336.1712,249.2672,25.851113956222306,892.4024425649787,1203.5277806305844
4,300,25,1,1,352.8767,289.0947,18.074868643920112,850.1553092057367,1037.7222411894788
4,300,26,1,1,334.8211,251.3507,24.92985059782672,896.0008792755295,1193.5514800635128
4,300,27,1,1,338.6278,254.3651,24.883574236964588,885.928444150185,1179.407080609722
4,300,28,1,1,418.0245,246.6954,40.985420710987036,717.6612854031283,1216.0745599634204
4,300,29,1,1,335.5467,249.0189,25.787111004220872,894.0633300819231,1204.7278339114018
4,300,30,1,1,330.9311,254.6192,23.059754734444724,906.5331121795442,1178.230078485833
4,500,1,1,1,565.312,417.1197,26.21424983018227,884.4673383901279,1198.6966810726033
4,500,2,1,1,564.6805,410.4114,27.31971442258056,885.4564660901164,1218.2897453628236
4,500,3,1,1,544.399,415.5272,23.672306525177305,918.4440088978856,1203.2906630420343
4,500,4,1,1,548.1493,415.7801,24.148384390894968,912.1602453929978,1202.5587564195594
4,500,5,1,1,556.47,411.9828,25.964957679659285,898.5210343774147,1213.6428996550342
4,500,6,1,1,572.3984,416.1512,27.296931647607682,873.5174661564391,1201.4863828339314
4,500,7,1,1,560.2163,415.8862,25.763281075541727,892.512409938804,1202.2519621954275
4,500,8,1,1,544.5126,419.6892,22.923877243611994,918.2523967305807,1191.3577952446715
4,500,9,1,1,548.7806,417.4125,23.93818221708275,911.1109248395442,1197.8558380498907
4,500,10,1,1,566.2286,419.4462,25.922816332484803,883.0355796227883,1192.0479908984753
4,500,11,1,1,552.4488,418.5851,24.23096945816517,905.0612473047277,1194.500234241496
4,500,12,1,1,552.045,419.317,24.04296751170647,905.7232653135161,1192.4152848560875
4,500,13,1,1,743.0639,409.8111,44.84847130912967,672.8896397739145,1220.074322047402
4,500,14,1,1,582.6603,458.4101,21.324638043813867,858.1329464183505,1090.72640415209
4,500,15,1,1,527.468,397.2077,24.695393843797156,947.924803021226,1258.7872792999733
4,500,16,1,1,533.3666,397.8593,25.406034048626204,937.4415270847483,1256.7256816668605
4,500,17,1,1,531.2753,395.0964,25.632454586162766,941.1316505773937,1265.5139353332502
4,500,18,1,1,543.5079,403.0732,25.838575667437397,919.9498296160922,1240.4694730386443
4,500,19,1,1,543.1166,407.0576,25.051526688744183,920.6126271964437,1228.3273915042982
4,500,20,1,1,533.8024,400.7669,24.92223714243323,936.6761932880032,1247.608023516912
4,500,21,1,1,535.0813,400.9981,25.05847242278884,934.4374396937436,1246.8887009689072
4,500,22,1,1,539.0956,406.0276,24.683562618578225,927.4792819677994,1231.443379711133
4,500,23,1,1,542.0014,400.5649,26.095227798304574,922.5068422332489,1248.2371770467157
4,500,24,1,1,538.6797,403.9284,25.015106379542427,928.1953635899033,1237.8431424975317
4,500,25,1,1,535.9791,400.6328,25.25216001892612,932.8721959494316,1248.0256234636806
4,500,26,1,1,532.5077,401.6455,24.574705680312224,938.9535587936099,1244.878879509418
4,500,27,1,1,529.2789,396.9511,25.001525660667753,944.6815280185929,1259.600993674032
4,500,28,1,1,535.2675,395.7314,26.068479778802192,934.112383060806,1263.4832616264466
4,500,29,1,1,532.1947,393.3579,26.08759538567371,939.505786134285,1271.1070503477877
4,500,30,1,1,526.1518,456.7633,13.187924093389013,950.296093256737,1094.6588747388416
6,1,1,1,1,1.7366,7.7085,-343.8846020960497,575.8378440631119,129.72692482324706
6,1,2,1,1,1.4999,8.6055,-473.7382492166144,666.7111140742717,116.2047527743885
6,1,3,1,1,1.5625,8.3691,-435.62239999999997,640.0,119.48716110453933
6,1,4,1,1,1.3958,7.6236,-446.1814013468978,716.4350193437456,131.17162495408994
6,1,5,1,1,1.3227,7.3077,-452.48355636198687,756.0293339381568,136.8419612189882
6,1,6,1,1,1.2842,6.9695,-442.7114156673415,778.694907335306,143.4823158045771
6,1,7,1,1,1.3005,6.677,-413.41791618608227,768.9350249903883,149.7678598172832
6,1,8,1,1,1.1848,6.8283,-476.325118163403,844.0243079000674,146.44933585226192
6,1,9,1,1,1.1642,6.4443,-453.5389108400619,858.9589417625838,155.17589187343853
6,1,10,1,1,1.1548,6.29,-444.68306200207826,865.9508139937651,158.98251192368838
6,1,11,1,1,1.1237,6.4144,-470.8285129482958,889.9172376968943,155.89922673983537
6,1,12,1,1,1.1428,6.2261,-444.8109905495274,875.0437521876094,160.61418865742598
6,1,13,1,1,1.1229,6.1151,-444.5809956362989,890.551251224508,163.52962339127734
6,1,14,1,1,1.0716,6.0239,-462.1407241508025,933.184023889511,166.0054117764239
6,1,15,1,1,1.0764,6.0208,-459.3459680416202,929.022668153103,166.0908849322349
6,1,16,1,1,1.0624,6.0149,-466.16152108433727,941.2650602409639,166.2538030557449
6,1,17,1,1,1.0515,6.0088,-471.4503090822634,951.022349025202,166.42258021568367
6,1,18,1,1,1.0856,6.1197,-463.7159174649964,921.1495946941784,163.40670294295472
6,1,19,1,1,1.068,5.998,-461.61048689138573,936.3295880149811,166.72224074691565
6,1,20,1,1,1.0792,5.9715,-453.326538176427,926.6123054114158,167.46211169722852
6,1,21,1,1,1.0642,6.2752,-489.66359706822027,939.6729937981582,159.3574706782254
6,1,22,1,1,1.0621,5.895,-455.0324828170605,941.5309292910272,169.63528413910095
6,1,23,1,1,1.0626,5.9576,-460.66252587991727,941.0878976096368,167.85282664160064
6,1,24,1,1,1.0464,5.9727,-470.78555045871553,955.65749235474,167.42846618782124
6,1,25,1,1,1.0654,5.8427,-448.40435517176655,938.6146048432514,171.15374741129958
6,1,26,1,1,1.0499,5.9397,-465.7395942470711,952.4716639679968,168.358671313366
6,1,27,1,1,1.0667,5.7856,-442.3830505296709,937.4707040404986,172.84292035398232
6,1,28,1,1,1.065,5.8525,-449.53051643192487,938.9671361502348,170.86715079026058
6,1,29,1,1,1.1185,5.8827,-425.945462673223,894.0545373267769,169.9899705917351
6,1,30,1,1,1.0387,5.8473,-462.94406469625494,962.741888899586,171.01910283378655
6,2,1,1,1,2.0852,6.961,-233.8288893151736,959.140610013428,287.31504094239335
6,2,2,1,1,2.0998,6.9526,-231.10772454519477,952.4716639679968,287.6621695480827
6,2,3,1,1,2.0865,7.0882,-239.71722981068774,958.5430146177811,282.15908129003134
6,2,4,1,1,2.122,6.9218,-226.19227144203583,942.5070688030162,288.94218266924787
6,2,5,1,1,2.146,7.004,-226.37465051258152,931.9664492078285,285.5511136493432
6,2,6,1,1,2.1103,6.9743,-230.4885561294603,947.7325498744256,286.76713075147325
